"ID","TOKEN","SUBMITDATE","STARTLANGUAGE","481147X1X1","481147X1X1OTHER","481147X1X2","481147X1X2OTHER","481147X1X7","481147X1X7OTHER","481147X1X3","481147X1X3COMMENT","481147X1X41","481147X1X42","481147X1X43","481147X1X44","481147X1X45","481147X1X46","481147X1X47","481147X1X48","481147X1X5","481147X1X6"
"610",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1","Would enable me to access online healthcare resources e.g Medline/Pubmed and UptoDate in particular","3","1","2","7","6","5","8","4","Royal Brompton and Harefield NHS Foundation Trust",
"611",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1",,"6","5","7","2",,,,,,
"613",,"25-05-2013 17:04:00","en","2",,"1",,,,"1",,,,,,,,,,,
"614",,"01-01-1980 00:00:00","en","2",,,"Trust has several wifi networks, but accessed is severely restricted","4",,"1",,"7","5","1","3","2","8","6","4","SE1 7EH",
"615",,"01-01-1980 00:00:00","en","2",,"2",,"2",,"1",,"3","2","5","1","8","7","4","6","SW3 6NP",
"616",,"01-01-1980 00:00:00","en","2",,"3",,"2",,"2",,"6","8","7","5","1","3","2","4",,
"617",,"01-01-1980 00:00:00","en","1",,"1",,,"not available","1",,,,,,,,,,"BB4 7PL, BB12 8EA, BB9 8EH","this would be suitable across all platforms to ensure that not only patienst are able to accesss information but NHS staff have a loading platform for clinical nad non clinical work loads."
"618",,"01-01-1980 00:00:00","en","1",,"2",,"4",,"1",,"1","3","2","4",,,,,,
"619",,"25-05-2013 17:05:00","en","2",,"6",,"1",,"1",,,,,,,,,,,
"620",,"25-05-2013 17:05:00","en","2",,"1",,,"None","1",,,,,,,,,,,
"621",,"01-01-1980 00:00:00","en","2",,,"wifi inly on trust devuces eg tablets, laptops",,"none","1","I find it very useful",,,,,,,,,"e9 6sr",
"622",,"01-01-1980 00:00:00","en","1",,"1",,,"no wifi","4","we have PCs in every consulting room allowing access to online information and resouces so I am not sure what wireless access would bring","1","2","4","3","5","7","6","8","LS28 7DE","I think this is much more important in larger organisations. In a (relatively) small GP practice we have enough wired access for all clinicians to utilise. But access when on home visits, in care homes etc - ie 3G access to information and records would make a large difference"
"623",,"01-01-1980 00:00:00","en","2",,"3",,,"No wifi for patients/visitors","1",,"1","2","5","3","6","7","8","4","EC1V 2PD",
"624",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1",,"1","4","2",,,,,,"MK42 9DJ","Not all staff are aware, not very good access"
"626",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"1",,"1","2","4","3","5","7","8","6","SW3 6NP",
"629",,"01-01-1980 00:00:00","en","3",,"1",,"4",,"2",,"1","2","3","4",,,,,"ne31 1at","Think free WiFi should be available for all staff in the NHS, especially in community settings where access to PCs is extremely limited and staff are on the move. Nice for inpatients too but not essential."
"630",,"01-01-1980 00:00:00","en","2",,,"Clinical Wif only - not for personal use",,"Not yet available - it will be in the near future","2",,"5","6","7","8","2","3","4","1",,"This would be of benefit, particularly for patients, howver it must not impact on the use of wifi for the delivery of clinical services. This particularly applies to acutes."
"631",,"25-05-2013 17:05:00","en",,,"2",,"4",,"1",,,,,,,,,,,
"633",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1",,"1","3","2","4","5","6","7","8","HP21 8AL","We do really need WIFI access that's reliable and easy to access. Although we do have wifi here - its not widely advertised and connection seems to be intermittent."
"634",,"01-01-1980 00:00:00","en","2",,"2",,,"wifi not yet in place for visitors","1",,"5","8","7","6","1","3","2",,,
"635",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"1",,"1","3","7","6","5","8","2","4","ky","I have experience of good wifi access at work in hospital in Australia.  this was limited to staff and set up by IT dept.  It undoubtedly improved efficiency and easy access to valuable clinical knowledge resources.  never had this type of access in the uk."
"636",,"01-01-1980 00:00:00","en","2",,"2",,"2",,"1",,,,,,,,,,,
"637",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"2","It depends on which company provides the service to the NHS and their quality of WiFi signals.","7","6","5","8","2","1","3","4","W2","I have never being told by my trust whether there is an access to the WiFi service at the hospital, but whenever patients or visitors ask, the response I get from the permanent staff is that they either do not know the password or it is only available to staff."
"639",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"1","Able to use online web resources - however this needs to be balanced with ensuring accessing valid information.",,,,,,,,,"s752ep",
"640",,"25-05-2013 17:06:00","en","2",,"2",,"3",,"1",,,,,,,,,,,
"641",,"25-05-2013 17:06:00","en","2",,"3",,"4",,"1",,,,,,,,,,,
"642",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"4",,,,,,,,,,"S75 2EP",
"643",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1",,"4","1","3","7","2","6","8","5","s75 2ep",
"644",,"01-01-1980 00:00:00","en","2",,,"Dont know",,"It is not available","4",,,,,,,,,,,
"645",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"4","I do not have direct patient access","1","4","3","2",,,,,"S75 2EP",
"646",,"01-01-1980 00:00:00","en","2",,"6",,"4",,"1",,"1","6","7","4","2","5","8","3","s752ep","it is a vastly unused resource.It should be used to order test, review results and communicate with each other in real time ( if we carried PDA devices).it could also be used to monitor patients in other locations. the email and information resource is only now being used."
"647",,"01-01-1980 00:00:00","en","2",,"3",,,"No Wi-fi access for patients and visitors","1","I don't provide care directly but it makes my job a little easier","4","2","3","1",,,,,"S75 2EP",
"649",,"01-01-1980 00:00:00","en","2",,,"WiFi for work use only but full coverage",,"No wifi for patients and visitors but could be made available","1",,"4","2","3",,,,,,"S752EP",
"650",,"01-01-1980 00:00:00","en","2",,"1",,,"no wifi for patients","2",,"4","1","2","3","6","7","8","5","s75 2ep",
"653",,"01-01-1980 00:00:00","en","2",,"3",,,"not available","1",,"5","7","8","6","1","2","3","4","DN4 5LT","We should have free access to wifi for patients and staff"
"654",,"01-01-1980 00:00:00","en","2",,"1",,,"No WiFi","1",,"1","4","2","3",,,,,"S75 2EP",
"656",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1",,"1","3","2","4","7","6","5","8","S75 2EP",
"657",,"01-01-1980 00:00:00","en","2",,,"Wifi but only for IT staff.",,"No wifi for patients","2",,,,,,,,,,,"NHS IT services in all of the NHS trusts I have worked in during my career seem to be bureaucratic, inefficient, unreliable well behind commercial and other organisations, and difficult to access for service enquiries."
"658",,"25-05-2013 17:07:00","en","2",,"2",,"4",,"1",,,,,,,,,,,
"659",,"01-01-1980 00:00:00","en",,"Hospital base, but in community.","3",,"4",,"4","I already access it. In that i can, it improves care, because it allows us to more flexibly/effectively use our IT.",,,,,,,,,"s75","Not just Wifi. 3g important for services working in community. We are lucky, our hospital (Barnsley) has been excellent in both of these. This allows us to deliver our servcices much more flexibly - along with VPN access to the network."
"661",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1",,,,,,,,,,"S752EP",
"662",,"01-01-1980 00:00:00","en","2",,,"not sure","4",,"2","Can't say as i dont know if we have it",,,,,,,,,"S752EP","NONE BECAUSE NOT ABLE TO IDENTIFY WHERE IT IS OR ACCESS TO IT"
"664",,"01-01-1980 00:00:00","en","2",,"1",,,"none","1","would be so much easier and quicker to access information directly related to patient care, including downloadable patient information leaflets","1","2","6","7",,,,,"S75 2EP","should be happening and should be rapid and easy to access.  Yet again the public sector is light years behind the private sector organisations, so we are using old desktop computers with slow internet connections and outdated software when we all have our own smartphones and tablets that are just so much quicker, slicker, etc.  Also NHS needs to look at use of cloud storage and remote access to it's systems so we can all work much more efficiently off and on site!"
"666",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"4",,"4","1","2",,,,,,"S71 2QN",
"667",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"2",,,,,,,,,,"s75 2ep",
"670",,"01-01-1980 00:00:00","en","2",,"4",,"3",,"1","Yes it would and through our library survey we are being asked for it a lot e.g. doctors in training would like to be able access resources via wifi to facilitate more effective patient care via apps such as BNF and also NIHCE.","1","3","4","2","5",,,,"SM5 1AA",
"671",,"01-01-1980 00:00:00","en","1",,"6",,"4",,"1",,"7","6","5","4","2","8","3","1","s71",
"672",,"01-01-1980 00:00:00","en","3",,,"dont know - never tried","4",,"2",,"7","5","6","8","1","4","3","2","S36","I have internet access at the base where i work from, but my time is limited there to a couple of hours per week. Therefore it is away from my base where i need access"
"673",,"01-01-1980 00:00:00","en","2",,"1",,,"No wifi at all","1",,"2","1","5","8","4","7","6","3","RG45 7EG","We should introduce secure wifi, at the very least in each meeting room, and preferably across the hospital."
"675",,"01-01-1980 00:00:00","en","2",,"2",,,"None availableb","4",,"2","5","8","6","3","1","7","4","Wa51qg",
"676",,"01-01-1980 00:00:00","en","2",,"2",,"2",,"1",,"1","3","6","7","8","5","4","2","brompton",
"677",,"01-01-1980 00:00:00","en","3",,"2",,"4",,"4",,,,,,,,,,,
"678",,"25-05-2013 17:07:00","en","2",,"2",,"4",,,,,,,,,,,,,
"679",,"01-01-1980 00:00:00","en","2",,"1",,,"No wifi","1",,,,,,,,,,,
"682",,"01-01-1980 00:00:00","en","3",,"6",,"4",,"1",,,,,,,,,,,
"683",,"01-01-1980 00:00:00","en","2",,,"Limited WiFi Network avialable oly on a few wards only for use with Trust devices",,"None","1",,"5","6","7","8","1","2","4","3","WA5","In this day an age it is tragic that technology that most of us use at home on a daily basis is not available for us to use in the workplace to improve patient care"
"684",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1","I would like to hold ward meetings using SKYPE or facetime but would need to bring in own laptop as work computers not up to it so WiFi would be great.",,,,,,,,,"Barnsley Hospital",
"685",,"25-05-2013 17:08:00","en","2",,,"Internal wifi but restricted to IT staff only",,"Not available","1",,,,,,,,,,,
"690",,"01-01-1980 00:00:00","en","2",,"1",,,"No Wifi","1","It would mean I could use mobile devices and head towards a paperless office","4","2","1","3",,,,,"NE1 4EP","There is none and where it is available on other sites, it is patchy and very slow.  We are very behind in what we can do and security policies are strangling my ability to do my job."
"691",,"01-01-1980 00:00:00","en","3",,"3",,"4",,"2",,,,,,,,,,"s75 2ep",
"692",,"01-01-1980 00:00:00","en","3",,"1",,"4",,"2",,,,,,,,,,"s36 6br",
"693",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1","Internet has become a valuable tool in clinical practice. It can improve quality care provided that the personnel uses it for the right reasons","1","5","8","7","3","4","2","6","EC1V 2PD",
"698",,"25-05-2013 17:08:00","en",,"IT services","3",,,"depends on which customer",,,,,,,,,,,,
"696",,"01-01-1980 00:00:00","en","2",,,"Hospital has WiFi not accessible by BYOD users",,"no WiFi for patients and visitors","1","Access to WiFi would allow me to use my tablet for patient information, better email and calendar access and clinical notes access on the go (as I cover multiple wards across several Hospitals).","4","2","5","8","1","3","7","6","B9 5SS; B91 2JL; B15 2TH","Free WiFi access would contribute considerably to wellbeing of patients who due to their illness or injury are confined to the Hospital bed for long periods of time (e.g. traumatic injury or haematological cancer treatment) as it would allow them access to their social network and media at a difficult and isolating time.For staff it would allow multidisciplinary teams who are spread over large geographical areas to work together as a team via shared workspaces."
"699",,"25-05-2013 17:09:00","en",,"HSCIC","3",,,"no access",,,,,,,,,,,,
"700",,"01-01-1980 00:00:00","en",,"Finance","2",,"4",,"2","As I am finance based",,,,,,,,,"UB96JH",
"701",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1",,,,,,,,,,,"There are countries that we consider as ""Third world"" that have better WiFi access/coverage in their public buildings (including hospitals) than we do."
"702",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"4",,"4","2","1","3",,,,,"BS105NB",
"703",,"01-01-1980 00:00:00","en","2",,"2",,,"WiFi only for limited staff, NOT for patients/visitors/wider staff","1",,"7","6","5","4","3","2","1","8","S10",
"706",,"01-01-1980 00:00:00","en","2",,"2",,"1",,"1","quick access to information","1","2","3",,,,,,"UB9 6JH","this would be a great sourse of information, and ideally bedside computers should allow acces to the hospital intranet, for access to guidelines, policies, teachings, emails etc"
"707",,"25-05-2013 17:09:00","en","2",,"1",,"4",,"2",,,,,,,,,,,
"709",,"01-01-1980 00:00:00","en","2",,,"my organization has wifi but only in the eating area and the signal does not reach my office or any area outside the cafeteria",,"WIFI is only for visitors as the signal does not reach patient areas and wards","2",,"2","4","1","3","7","5","6","8","cb2 0qq","I cannot believe that in this day and age we do not have wifi for staff or patients in our hospital other than the eating cafeteria. it most definitely has consequences for patients who would like to communicate with their families when staying in the hospital. patients also would benefit from wifi for entertainment. As of now, they have to purchase TV subscriptions, and there is no other option for entertainment for them. With WiFi, they could use their tablets, or laptops to surf the net or watch video, but then that would cut into the profits of the hospital....as the amount of money brought in from TV subscriptions would fall, wouldn't it?"
"711",,"25-05-2013 17:10:00","en",,,"1",,"4",,"2",,"5","1","7","6","2","8","4","3","bbbbbbbb",
"712",,"25-05-2013 17:10:00","en","2",,"1",,"4",,"1",,,,,,,,,,,
"714",,"01-01-1980 00:00:00","en","2",,,"Access via trust lap tops only",,"none","1",,,,,,,,,,"DH1","Don't know how practical it would be with licencing laws e.g watching tv, but having links to e-mail and social networking would probably make patients/ visitors feel better who can't get to visit the patient."
"716",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"4",,,,,,,,,,"EC1V 2PD",
"717",,"01-01-1980 00:00:00","en","2",,"2",,"2",,"4",,"1","4","2","3","7","5","6","8","UB9 6JH",
"718",,"01-01-1980 00:00:00","en","2",,"5",,,,"1","quick access to information - ability to contact colleagues  - most wards no phone signal -",,,,,,,,,"w12",
"720",,"01-01-1980 00:00:00","en","1",,"6",,"1",,"1",,"1","3","2","4","7","6","5","8","PA31 8TY",
"721",,"01-01-1980 00:00:00","en","2",,"1",,,"None available","1",,"6","7","5","4","8","1","2","3","PE3 9GZ","Should be Available to all."
"722",,"01-01-1980 00:00:00","en","1",,"1",,"4",,"1",,"1","8","5","4","2",,,,"l112ya",
"723",,"01-01-1980 00:00:00","en","1",,"1",,"4",,"4",,"2","1",,,,,,,,"Use 3G so not much of a problem"
"724",,"01-01-1980 00:00:00","en","2",,"6",,"1",,"1","NHS computers/IT are shit.ability to use own laptop, or even a tablet, for non patient related work is essential for productivity","2","1",,,,,,,"GU16","all staff should have decent free access."
"725",,"01-01-1980 00:00:00","en","2",,"2",,,"not accessable","1",,"1",,,,,,,,"nw3",
"726",,"01-01-1980 00:00:00","en","1",,"1",,,"no wifi","4",,"5","7","6","8","4","1","2","3","FK2 7AZ","not required in general practice"
"727",,"25-05-2013 17:15:00","en","1",,"3",,,"No wifi for patients/visitors","2","Access to internet at point of care is easily done on a desktop within GP but it may be argued that some very useful apps are only functional on the tablet device they are designed for and these tend to be WiFi dependent. I'm not sure, in reality, if this is significant enough at the moment to make a palpable effect on patient care","4","1","2","7","6","5","3","8",,
"728",,"01-01-1980 00:00:00","en","1",,"6",,"1",,"1",,,,,,,,,,"ng157jp","Need 1gbps speed , patient education centre with plasma tv , ipad and you tube access"
"729",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1",,"3","1",,,,,,,"ng12 5bq",
"730",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"1",,"2","1",,,,,,,"wf1",
"731",,"01-01-1980 00:00:00","en","3",,"4",,"1",,"1",,"2","3","6","4","1","5","8","7","GU2 3ER",
"732",,"01-01-1980 00:00:00","en","1",,"1",,,"Not available","4",,"7","5","1","6","8","4","3","2","bb11 2dl","When I was in hospital I did feel that Internet access was too restricted. At that time I would have liked access to blood results and BNF online.Now I work as a GP so wireless internet access is not an issue. However, it would be valuable in hospital."
"733",,"01-01-1980 00:00:00","en","1",,"1",,,"None","4",,,,,,,,,,"Dudley",
"735",,"01-01-1980 00:00:00","en","2",,"2",,"3",,"4",,"2","1","6","7","5","3","8","4",,
"736",,"25-05-2013 17:15:00","en","2",,"2",,,"there is no wifi access for patients or visitors","1","would be able to access emails/ clinical papers etc on the move",,,,,,,,,,
"737",,"01-01-1980 00:00:00","en","1",,"1",,,"No Wi-Fi","4","I already have internet access at work",,,,,,,,,"BS11 9JJ","All GPs have internet access at work - not sure why WiFi would be needed"
"738",,"01-01-1980 00:00:00","en","1",,"1",,,"There is none","1",,"5","2","1","4",,,,,"DE23","there doesn;t seem to be any locally."
"739",,"01-01-1980 00:00:00","en","1",,"6",,,"staff only","4",,"2","1",,,,,,,"PE14 9BT",
"741",,"01-01-1980 00:00:00","en","1",,"1",,,"no wifi","4",,,,,,,,,,"rg8 0hl","not a big problem in primary care as we are room /desk based with continual internet access. I imagine it would be very useful in secondary care."
"742",,"01-01-1980 00:00:00","en","1",,"2",,"4",,"4",,,,,,,,,,"de74",
"743",,"01-01-1980 00:00:00","en","1",,"1",,,"none","4","no",,,,,,,,,,
"745",,"01-01-1980 00:00:00","en","1",,"1",,,"none","1",,"5","4","2","6","1","7","3","8","m19 2af",
"746",,"25-05-2013 17:20:00","en","1",,"1",,,"is none","4",,,,,,,,,,,
"748",,"01-01-1980 00:00:00","en","1",,"6",,"1",,"4",,,,,,,,,,"co2",
"749",,"01-01-1980 00:00:00","en","2",,"1",,,"No wi-Fi","1",,"1","3","7","5","6","8","4","2","S44 5BL","It is something which i think would benefit patient care however my trust is not keen to have open internet access due to caldecote"
"750",,"01-01-1980 00:00:00","en","1",,"1",,,"there is no WiFi at my workplace","4",,"2","1","4","5","3","8","7","6","NG8 5RU","I don't think we need it as a stand alone GP practice, but it would be nice to have when away from our consulting rooms."
"752",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1",,,,,,,,,,,"They block access to lots of useful sites so that we don't waste our time on them."
"753",,"01-01-1980 00:00:00","en","2",,"1",,,"None","4",,"7","5","6","8","3","1","2","4","Wd18",
"755",,"01-01-1980 00:00:00","en","2",,,"It is free, only for work devices and coverage is poor","4",,"1","I could use speech recognition software; access clinical info etc","5","7","6","3","1",,,,"B714hj","We need to regard cloud based computing rather like we came to regard electricity 70 yrs ago"
"758",,"01-01-1980 00:00:00","en","2",,"2",,"3",,"1",,"1","6","7","5","8","2","3","4","NE1 4LP",
"759",,"25-05-2013 17:16:00","en","2",,"3",,"4",,,,,,,,,,,,,
"760",,"01-01-1980 00:00:00","en","2",,"1",,,"there is none","4",,"1","2",,,,,,,"bl4 0jr",
"761",,"01-01-1980 00:00:00","en","2",,"4",,"3",,"1","It would improve my access to online resources such as the BNF online.  It would open the door for portable devices to be used in patient care.","6","7","1","5","2","3","4","8","LE15WW",
"763",,"01-01-1980 00:00:00","en","2",,,"Wifi network portable computers but not for staff to access on personal devices","4",,"1",,"2","5","1","6","7","3","8","4","E1 1bb","As stated, wifi for workstation on wheels, but would be useful if personal devices eg phones, tablets could connect (with correct security) to network to access resources etc. 3G network does not penetrate building!"
"764",,"01-01-1980 00:00:00","en","2",,"4",,"3",,"1",,,,,,,,,,"LE1 5WW",
"765",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"1",,,,,,,,,,"G4",
"766",,"01-01-1980 00:00:00","en","2",,"2",,,"NO WIFI FOR PATIENTS","2",,,,,,,,,,"ll18",
"768",,"01-01-1980 00:00:00","en","2",,"2",,"2",,"1","Because I could access resources without queueing for a desktop!","1","3",,,,,,,"TW 6AF","The WiFi access at work is limited to an hour and (anecdotally) difficult to get onto.Although I think it'd be wonderful to be able to check tests on the wifi, I don't think the Trust have the gumption to offer it!"
"769",,"01-01-1980 00:00:00","en","2",,"2",,"2",,"1",,"5","6","7","1","2","3","8","4","FK5 4WR","In my hospital, patients and consultants get wifi access, but no other staff!!"
"771",,"01-01-1980 00:00:00","en","3",,"1",,,"none available","1",,,,,,,,,,,
"772",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1",,,,,,,,,,"sw3 6np",
"773",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1",,"7","6","5","1","3","2","4","8","N19",
"774",,"25-05-2013 17:20:00","en","2",,"1",,,"As answered in Q.2 there is No WiFi","1",,,,,,,,,,,
"775",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1",,"4","7","6","1","3","5","8","2","s44 5bl",
"776",,"01-01-1980 00:00:00","en","1",,"1",,,"ni Wi fi","4",,"5","3","8","7","6","1","2","4","de45 1ed",
"777",,"01-01-1980 00:00:00","en","1",,"1",,,"none available","1","smart phone apps use would be useful and efficient if available","1","4",,,,,,,"DE557AH",
"778",,"01-01-1980 00:00:00","en","3",,,,"4",,"1",,"7","3","8","5","2","4","6","1","All Barnsley Postcodes",
"779",,"01-01-1980 00:00:00","en","2",,"1",,,"no wifi","2","I use a 3G connection to access the stuff I need as I can't rely on NHS IT",,,,,,,,,"S44 5BL",
"780",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"1","can access BNF or NHS mail without the need for a terminal","1","7","4","3",,,,,"S44","It depends on the speed available"
"781",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"1",,"2","3","1","7","5","6","8","4","SW36NP",
"782",,"01-01-1980 00:00:00","en","3",,"1",,,,"2",,,,,,,,,,"s36 6br",
"784",,"01-01-1980 00:00:00","en","3",,"3",,,"none","4",,,,,,,,,,"s75",
"785",,"01-01-1980 00:00:00","en","2",,"3",,,"no wifi for pts/visitors","1",,"4","5","6","8","7","2","1","3","ip332qz",
"786",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"1",,"2","4","1","8","5",,,,"SE5 8AZ",
"787",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"2",,"1","7",,,,,,,"S44 5BL",
"789",,"01-01-1980 00:00:00","en","2",,"1",,,"none","1",,"5","7","1","3",,,,,"sk2 7je","would make the stay more pleasant for a lot of patients and would facilitate looking after them for a lot of staff"
"790",,"01-01-1980 00:00:00","en","3",,"1",,,"No WiFi access","4",,,,,,,,,,"BB12 6LH","Think it would be useful especially for convenience for Patients."
"791",,"01-01-1980 00:00:00","en",,"ALB","3",,"1",,"4","No direct patient care but our national Wi-Fi scheme allows guest access from a single network around the country (in deployment)","2","4","1",,,,,,"All NHS England sites across the country (in deployment)","Wi-Fi is an essencial part of any modern infrastructure. It provides significant benefits to staff and partners/visitors with an easily managable cost."
"792",,"01-01-1980 00:00:00","en","2",,"2",,"2",,"1",,,,,,,,,,"UB9 6JH",
"793",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"1",,"2","7","3",,,,,,"S!0 3th","It should be free for all staff to use, so we can go paperless."
"794",,"01-01-1980 00:00:00","en","1",,"1",,,"not available","4",,,,,,,,,,"bb7 3ep","we work in very small building so can easily use ordinary computer . very remote practice so wifi would be difficult"
"795",,"01-01-1980 00:00:00","en","3",,,"I work for a Hospital foundation trust. Wifi in the community is owned by the community pct trust. There are issues surrouning access because I am not employed by them","4",,"1",,"8","7","5","4","2","1","3","6","S70 2EP","As a mobile community worker I am able to access the 3G network at present but this can be slow and patchy in places. Wifi would much improve connectivity and make the use of technology much easierr."
"796",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"1",,"5","4","3","8","2","7","6","1","BS7 9XF",
"798",,"01-01-1980 00:00:00","en","1",,"1",,,"no wi fi","4",,,,,,,,,,,"in GP - my consulting room has pc web access. No need for wi fi. Would be useful perhaps on home visits - but I could use my smartphone with bt internet wi fi hot spot if available. Would be useful - - but clearly not something employer can provide. I recently worked in hospital. wi fi there at bedside would have been useful. more so than in GPpatients in the waiting room are free to use their smartphones with their own data mobile package. I don;t see why GP should provide free wi fi."
"799",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"1","Now we all have  nhs laptops,, but no wifi so sometimes its a pain to acess internet by ethernet cord, specially while  ur wiht the patient and  can not connect to the net or can't find hte right place to connect  ur device. It will definitly improve effiency and  quality of carre and time savinf as well.Thanks","4","2","3","5","7","6","8","1","GU27LX",
"800",,"25-05-2013 17:21:00","en","1",,"1",,"4",,"1",,,,,,,,,,,
